order_id,order_date,customer_id,state,region,product,quantity,unit_price,discount,revenue
ORD00067,2025-04-28,CUST1048,Gujarat,West,Laptop,7,61617.24,0.03,418381.06
ORD00068,2025-07-11,CUST1063,Maharashtra,West,Mouse,5,981.88,0.0,4909.4
ORD00069,2025-05-24,CUST1051,Punjab,North,Software,5,7121.6,0.05,33827.6
ORD00070,2025-03-10,CUST1047,Punjab,North,Software,1,6924.11,0.1,6231.7
ORD00071,2025-08-06,CUST1090,Bihar,East,Software,6,7013.0,0.08,38711.76
ORD00072,2025-08-10,CUST1101,Andhra Pradesh,South,Mouse,7,841.18,0.08,5417.2
ORD00073,2025-06-29,CUST1095,Rajasthan,North,Monitor,2,19392.05,0.1,34905.69
ORD00074,2025-11-21,CUST1109,Gujarat,West,Monitor,3,18003.74,0.03,52390.88
ORD00075,2025-12-06,CUST1024,Delhi,North,Monitor,1,18308.79,0.08,16844.09
ORD00076,2025-06-28,CUST1043,Karnataka,South,Monitor,3,16662.6,0.08,45988.78
ORD00077,2025-11-26,CUST1043,Punjab,North,Keyboard,3,1966.03,0.0,5898.09
ORD00078,2025-09-10,CUST1115,Karnataka,South,Mouse,5,828.14,0.08,3809.44
ORD00079,2025-04-03,CUST1026,West Bengal,East,Printer,7,12373.73,0.0,86616.11
ORD00080,2025-07-15,CUST1058,Gujarat,West,Monitor,6,17138.5,0.03,99746.07
ORD00081,2025-08-05,CUST1021,Punjab,North,Monitor,5,19358.9,0.05,91954.77
ORD00082,2025-07-11,CUST1099,Tamil Nadu,South,Laptop,4,64005.12,0.03,248339.87
ORD00083,2025-04-06,CUST1024,Bihar,East,Printer,4,11400.04,0.03,44232.16
ORD00084,2025-01-13,CUST1023,Rajasthan,North,Software,5,7393.49,0.08,34010.05
ORD00085,2025-03-25,CUST1112,Maharashtra,West,Printer,1,12082.39,0.0,12082.39
ORD00086,2025-04-10,CUST1012,Maharashtra,West,Software,5,6899.98,0.05,32774.9
ORD00087,2025-10-11,CUST1078,Tamil Nadu,South,Laptop,3,63113.77,0.08,174194.01
ORD00088,2025-03-10,CUST1099,Telangana,South,Keyboard,3,1847.46,0.03,5376.11
ORD00089,2025-02-22,CUST1023,Karnataka,South,Laptop,4,61265.46,0.05,232808.75
ORD00090,2025-07-05,CUST1039,Andhra Pradesh,South,Laptop,7,70602.08,0.1,444793.1
ORD00091,2025-08-23,CUST1075,Kerala,South,Monitor,5,19395.74,0.05,92129.77
ORD00092,2025-09-10,CUST1102,West Bengal,East,Keyboard,1,1921.31,0.03,1863.67
ORD00093,2025-10-10,CUST1066,Rajasthan,North,Software,5,7344.98,0.03,35623.15
ORD00094,2025-12-31,CUST1065,Punjab,North,Mouse,5,914.63,0.05,4344.49
ORD00095,2025-10-19,CUST1070,Haryana,North,Keyboard,1,1833.08,0.0,1833.08
ORD00096,2025-04-01,CUST1074,Karnataka,South,Printer,5,12140.17,0.08,55844.78
ORD00097,2025-08-30,CUST1092,Gujarat,West,Printer,7,11408.84,0.05,75868.79
ORD00098,2025-12-27,CUST1039,Kerala,South,Monitor,4,18961.9,0.08,69779.79
ORD00099,2025-07-10,CUST1113,Bihar,East,Printer,5,13109.21,0.08,60302.37
ORD00100,2025-02-13,CUST1045,Maharashtra,West,Laptop,6,71021.89,0.1,383518.21
ORD00101,2025-08-01,CUST1075,Andhra Pradesh,South,Mouse,5,817.81,0.1,3680.14
ORD00102,2025-02-16,CUST1105,Karnataka,South,Mouse,4,935.17,0.05,3553.65
ORD00103,2025-09-16,CUST1016,Bihar,East,Software,7,7691.34,0.0,53839.38
ORD00104,2025-09-29,CUST1072,Rajasthan,North,Laptop,3,70963.13,0.08,195858.24
ORD00105,2025-12-14,CUST1036,Haryana,North,Keyboard,4,1719.86,0.1,6191.5
ORD00106,2025-12-23,CUST1041,Gujarat,West,Monitor,4,17157.38,0.03,66570.63
ORD00107,2025-07-31,CUST1077,Delhi,North,Printer,6,11471.43,0.0,68828.58
ORD00108,2025-03-23,CUST1115,Karnataka,South,Mouse,5,958.06,0.05,4550.78
ORD00109,2025-11-08,CUST1030,Andhra Pradesh,South,Mouse,7,885.28,0.0,6196.96
ORD00110,2025-10-16,CUST1118,West Bengal,East,Printer,5,10863.28,0.1,48884.76
ORD00111,2025-10-09,CUST1063,Bihar,East,Monitor,7,17556.26,0.0,122893.82
ORD00112,2025-04-08,CUST1105,Maharashtra,West,Software,3,7603.62,0.05,21670.32
ORD00113,2025-12-17,CUST1005,Odisha,East,Laptop,5,69067.71,0.08,317711.47
ORD00114,2025-07-21,CUST1074,Haryana,North,Printer,5,12542.69,0.1,56442.11
ORD00115,2025-02-20,CUST1045,Odisha,East,Laptop,5,60179.07,0.0,300895.35
ORD00116,2025-10-15,CUST1034,Tamil Nadu,South,Keyboard,6,1861.81,0.0,11170.86
ORD00117,2025-09-16,CUST1050,Karnataka,South,Monitor,2,17914.36,0.03,34753.86
ORD00118,2025-08-10,CUST1057,Karnataka,South,Laptop,6,65792.19,0.08,363172.89
ORD00119,2025-04-13,CUST1038,Bihar,East,Mouse,5,954.91,0.03,4631.31
ORD00120,2025-10-13,CUST1079,Andhra Pradesh,South,Keyboard,2,1832.37,0.03,3554.8
ORD00121,2025-06-15,CUST1097,Goa,West,Printer,7,11635.81,0.03,79007.15
ORD00122,2025-05-13,CUST1029,Uttar Pradesh,North,Keyboard,6,1930.45,0.03,11235.22
ORD00123,2025-12-06,CUST1088,Delhi,North,Monitor,1,18968.1,0.03,18399.06
ORD00124,2025-05-06,CUST1107,Punjab,North,Monitor,6,17450.69,0.1,94233.73
ORD00125,2025-12-02,CUST1095,Goa,West,Printer,3,11904.29,0.0,35712.87
ORD00126,2025-07-14,CUST1096,Goa,West,Software,4,7268.5,0.08,26748.08
ORD00127,2025-02-20,CUST1019,Odisha,East,Printer,5,12244.64,0.03,59386.5
ORD00128,2025-01-22,CUST1021,Punjab,North,Mouse,2,872.57,0.08,1605.53
ORD00129,2025-02-15,CUST1034,Haryana,North,Laptop,5,63127.89,0.0,315639.45
ORD00130,2025-10-09,CUST1047,Bihar,East,Software,2,7232.37,0.1,13018.27
ORD00131,2025-03-02,CUST1081,Maharashtra,West,Software,7,8131.31,0.05,54073.21
ORD00132,2025-06-29,CUST1079,Gujarat,West,Keyboard,1,1835.02,0.0,1835.02
ORD00133,2025-03-19,CUST1088,Telangana,South,Software,6,7889.93,0.03,45919.39
ORD00134,2025-01-07,CUST1003,West Bengal,East,Mouse,2,855.44,0.05,1625.34
ORD00135,2025-10-21,CUST1099,Telangana,South,Software,3,6910.76,0.08,19073.7
ORD00136,2025-02-08,CUST1057,Odisha,East,Laptop,7,60869.69,0.1,383479.05
ORD00137,2025-01-13,CUST1084,Bihar,East,Software,2,7099.82,0.08,13063.67
ORD00138,2025-05-26,CUST1111,Maharashtra,West,Keyboard,2,1853.58,0.05,3521.8
ORD00139,2025-02-11,CUST1041,Delhi,North,Software,2,7596.69,0.0,15193.38
ORD00140,2025-11-11,CUST1109,Punjab,North,Software,4,7661.33,0.03,29725.96
ORD00141,2025-10-04,CUST1070,Haryana,North,Mouse,1,811.36,0.0,811.36
ORD00142,2025-12-16,CUST1095,Haryana,North,Keyboard,6,1651.64,0.05,9414.35
ORD00143,2025-02-09,CUST1101,Uttar Pradesh,North,Laptop,7,65318.65,0.05,434369.02
ORD00144,2025-01-04,CUST1079,Delhi,North,Software,2,8204.21,0.08,15095.75
ORD00145,2025-07-13,CUST1079,Haryana,North,Software,1,7981.29,0.05,7582.23
ORD00146,2025-11-22,CUST1026,Goa,West,Monitor,3,18970.17,0.1,51219.46
ORD00147,2025-04-23,CUST1012,Haryana,North,Keyboard,3,1802.74,0.08,4975.56
ORD00148,2025-12-22,CUST1077,Telangana,South,Laptop,2,65079.35,0.1,117142.83
ORD00149,2025-09-18,CUST1023,Goa,West,Printer,1,11890.24,0.03,11533.53
ORD00150,2025-03-25,CUST1065,Gujarat,West,Keyboard,2,1866.45,0.1,3359.61
ORD00151,2025-02-07,CUST1119,Telangana,South,Mouse,1,831.01,0.0,831.01
ORD00152,2025-08-24,CUST1050,Odisha,East,Software,7,8026.09,0.0,56182.63
ORD00153,2025-02-04,CUST1001,Kerala,South,Mouse,3,846.9,0.0,2540.7
ORD00154,2025-12-27,CUST1101,Uttar Pradesh,North,Software,4,6959.66,0.1,25054.78
ORD00155,2025-01-05,CUST1083,Kerala,South,Keyboard,6,1679.14,0.05,9571.1
ORD00156,2025-02-11,CUST1089,Goa,West,Software,2,7224.29,0.08,13292.69
ORD00157,2025-01-23,CUST1063,West Bengal,East,Software,3,7202.07,0.1,19445.59
ORD00158,2025-11-05,CUST1104,Telangana,South,Laptop,1,70194.47,0.0,70194.47
ORD00159,2025-03-08,CUST1007,Uttar Pradesh,North,Printer,7,11835.67,0.05,78707.21
ORD00160,2025-08-19,CUST1027,Odisha,East,Monitor,4,17983.53,0.1,64740.71
ORD00161,2025-10-16,CUST1068,Delhi,North,Mouse,6,866.11,0.0,5196.66
ORD00162,2025-12-19,CUST1118,Haryana,North,Monitor,2,19356.36,0.1,34841.45
ORD00163,2025-07-03,CUST1015,Haryana,North,Mouse,7,892.26,0.08,5746.15
ORD00164,2025-05-10,CUST1027,Tamil Nadu,South,Mouse,5,940.01,0.08,4324.05
ORD00165,2025-10-26,CUST1027,Telangana,South,Printer,3,12102.54,0.08,33403.01
ORD00166,2025-05-14,CUST1072,Punjab,North,Keyboard,3,1743.31,0.03,5073.03
ORD00167,2025-05-21,CUST1104,Rajasthan,North,Monitor,6,16752.07,0.05,95486.8
ORD00168,2025-11-12,CUST1043,Kerala,South,Monitor,1,16265.2,0.0,16265.2
ORD00169,2025-10-20,CUST1072,Karnataka,South,Keyboard,4,1904.43,0.08,7008.3
ORD00170,2025-02-20,CUST1029,Telangana,South,Monitor,1,17547.97,0.08,16144.13
ORD00171,2025-10-29,CUST1101,Kerala,South,Laptop,6,64360.91,0.05,366857.19
ORD00172,2025-11-09,CUST1001,Punjab,North,Monitor,6,16648.79,0.08,91901.32
ORD00173,2025-05-29,CUST1047,Telangana,South,Software,7,7636.91,0.05,50785.45
ORD00174,2025-04-27,CUST1026,Maharashtra,West,Mouse,1,954.51,0.03,925.87
ORD00175,2025-03-16,CUST1038,Maharashtra,West,Printer,7,12089.75,0.08,77857.99
ORD00176,2025-05-08,CUST1043,West Bengal,East,Monitor,3,19506.44,0.03,56763.74
ORD00177,2025-01-25,CUST1071,Goa,West,Keyboard,3,1709.36,0.05,4871.68
ORD00178,2025-03-04,CUST1107,Delhi,North,Software,5,7293.59,0.0,36467.95
ORD00179,2025-12-03,CUST1084,Haryana,North,Monitor,4,18588.73,0.03,72124.27
ORD00180,2025-12-26,CUST1049,Maharashtra,West,Laptop,4,65455.91,0.08,240877.75
ORD00181,2025-07-30,CUST1062,Rajasthan,North,Laptop,5,61228.77,0.05,290836.66
ORD00182,2025-10-13,CUST1016,Andhra Pradesh,South,Software,5,6804.82,0.0,34024.1
ORD00183,2025-06-24,CUST1114,Uttar Pradesh,North,Printer,2,12661.27,0.0,25322.54
ORD00184,2025-06-15,CUST1051,West Bengal,East,Software,4,7351.14,0.0,29404.56
ORD00185,2025-05-11,CUST1032,Telangana,South,Keyboard,1,1647.18,0.1,1482.46
ORD00186,2025-03-28,CUST1055,Gujarat,West,Monitor,3,17671.44,0.03,51423.89
ORD00187,2025-11-09,CUST1119,Karnataka,South,Monitor,7,17668.74,0.1,111313.06
ORD00188,2025-09-06,CUST1111,Odisha,East,Printer,7,12228.12,0.1,77037.16
ORD00189,2025-09-21,CUST1034,Punjab,North,Printer,3,12136.13,0.0,36408.39
ORD00190,2025-06-14,CUST1054,Odisha,East,Software,6,8193.97,0.05,46705.63
ORD00191,2025-09-20,CUST1033,Punjab,North,Software,7,6769.5,0.03,45964.9
ORD00192,2025-10-12,CUST1060,Rajasthan,North,Mouse,3,967.76,0.1,2612.95
ORD00193,2025-08-22,CUST1002,West Bengal,East,Monitor,1,17430.54,0.1,15687.49
ORD00194,2025-09-13,CUST1094,Odisha,East,Keyboard,4,1744.27,0.1,6279.37
ORD00195,2025-12-08,CUST1108,Maharashtra,West,Monitor,5,16990.24,0.08,78155.1
ORD00196,2025-05-08,CUST1096,Uttar Pradesh,North,Laptop,2,70129.18,0.05,133245.44
ORD00197,2025-02-09,CUST1066,Bihar,East,Monitor,3,17167.24,0.0,51501.72
ORD00198,2025-08-23,CUST1110,Tamil Nadu,South,Laptop,7,60311.63,0.0,422181.41
ORD00199,2025-08-03,CUST1037,Delhi,North,Monitor,2,16818.05,0.1,30272.49
ORD00200,2025-02-10,CUST1038,Goa,West,Software,2,7972.58,0.1,14350.64
ORD00201,2025-03-17,CUST1087,West Bengal,East,Laptop,5,64967.04,0.0,324835.2
ORD00202,2025-10-14,CUST1006,Punjab,North,Monitor,6,17149.26,0.1,92606.0
ORD00203,2025-06-22,CUST1017,Goa,West,Monitor,4,18594.13,0.1,66938.87
ORD00204,2025-05-10,CUST1054,Gujarat,West,Mouse,4,885.97,0.03,3437.56
ORD00205,2025-10-09,CUST1029,Goa,West,Laptop,3,66340.98,0.1,179120.65
ORD00206,2025-10-22,CUST1104,Punjab,North,Printer,3,12525.71,0.08,34570.96
ORD00207,2025-09-07,CUST1036,Odisha,East,Software,2,7475.63,0.1,13456.13
ORD00208,2025-12-03,CUST1062,Telangana,South,Keyboard,3,1922.95,0.05,5480.41
ORD00209,2025-03-14,CUST1073,Goa,West,Mouse,3,922.2,0.03,2683.6
ORD00210,2025-04-14,CUST1042,Uttar Pradesh,North,Laptop,1,67664.03,0.0,67664.03
ORD00211,2025-06-21,CUST1051,Maharashtra,West,Printer,3,12718.6,0.03,37011.13
ORD00212,2025-02-13,CUST1059,Kerala,South,Software,2,7291.46,0.08,13416.29
ORD00213,2025-11-07,CUST1113,Goa,West,Laptop,5,70853.09,0.0,354265.45
ORD00214,2025-05-29,CUST1081,Telangana,South,Keyboard,6,1883.6,0.05,10736.52
ORD00215,2025-09-25,CUST1015,Rajasthan,North,Mouse,6,972.61,0.0,5835.66
ORD00216,2025-10-15,CUST1010,Goa,West,Monitor,1,18611.7,0.1,16750.53
ORD00217,2025-09-07,CUST1007,Andhra Pradesh,South,Laptop,7,65883.29,0.03,447347.54
ORD00218,2025-11-24,CUST1114,Kerala,South,Mouse,7,844.67,0.0,5912.69
ORD00219,2025-04-13,CUST1017,Goa,West,Mouse,2,962.02,0.08,1770.12
ORD00220,2025-05-11,CUST1037,Kerala,South,Printer,4,11954.55,0.08,43992.74
ORD00221,2025-01-04,CUST1093,Goa,West,Monitor,7,18260.74,0.08,117599.17
ORD00222,2025-04-18,CUST1066,Haryana,North,Laptop,5,65262.19,0.03,316521.62
ORD00223,2025-09-04,CUST1013,Rajasthan,North,Printer,2,10851.05,0.03,21051.04
ORD00224,2025-01-29,CUST1062,Tamil Nadu,South,Monitor,3,19792.56,0.05,56408.8
ORD00225,2025-09-29,CUST1056,Bihar,East,Mouse,6,896.36,0.1,4840.34
ORD00226,2025-12-06,CUST1005,Karnataka,South,Laptop,2,62872.82,0.0,125745.64
ORD00227,2025-06-07,CUST1114,Bihar,East,Software,1,7450.97,0.05,7078.42
ORD00228,2025-07-12,CUST1053,Delhi,North,Monitor,6,16351.54,0.1,88298.32
ORD00229,2025-05-20,CUST1059,Kerala,South,Laptop,7,63591.19,0.0,445138.33
ORD00230,2025-07-17,CUST1039,Gujarat,West,Mouse,5,826.09,0.1,3717.4
ORD00231,2025-07-18,CUST1052,Uttar Pradesh,North,Software,3,8233.78,0.1,22231.21
ORD00232,2025-08-31,CUST1109,Delhi,North,Printer,4,12359.15,0.1,44492.94
ORD00233,2025-08-29,CUST1003,Kerala,South,Monitor,3,17582.73,0.03,51165.74
ORD00234,2025-08-03,CUST1049,Uttar Pradesh,North,Software,5,7694.67,0.1,34626.01
ORD00235,2025-06-27,CUST1082,Maharashtra,West,Printer,4,12060.08,0.03,46793.11
ORD00236,2025-04-30,CUST1111,Kerala,South,Laptop,3,61417.73,0.05,175040.53
ORD00237,2025-04-15,CUST1056,Maharashtra,West,Laptop,4,59689.33,0.1,214881.59
ORD00238,2025-08-14,CUST1076,Odisha,East,Printer,4,12933.0,0.1,46558.8
ORD00239,2025-08-14,CUST1088,Gujarat,West,Laptop,7,65661.15,0.0,459628.05
ORD00240,2025-02-06,CUST1060,Karnataka,South,Software,3,6823.18,0.1,18422.59
ORD00241,2025-04-24,CUST1040,Andhra Pradesh,South,Mouse,4,988.47,0.1,3558.49
ORD00242,2025-02-25,CUST1040,Tamil Nadu,South,Software,5,7987.02,0.05,37938.35
ORD00243,2025-08-04,CUST1019,West Bengal,East,Printer,5,12561.38,0.1,56526.21
ORD00244,2025-06-18,CUST1013,Andhra Pradesh,South,Keyboard,1,1932.23,0.05,1835.62
ORD00245,2025-07-10,CUST1027,Goa,West,Mouse,1,932.43,0.1,839.19
ORD00246,2025-11-10,CUST1115,Haryana,North,Keyboard,7,1937.11,0.1,12203.79
ORD00247,2025-02-08,CUST1031,Telangana,South,Monitor,2,17023.05,0.05,32343.79
ORD00248,2025-10-22,CUST1066,West Bengal,East,Keyboard,2,1802.69,0.1,3244.84
ORD00249,2025-01-17,CUST1104,Andhra Pradesh,South,Mouse,6,986.61,0.05,5623.68
ORD00250,2025-11-22,CUST1083,Telangana,South,Monitor,4,19007.44,0.1,68426.78
ORD00251,2025-03-01,CUST1079,Kerala,South,Monitor,1,17430.74,0.03,16907.82
ORD00252,2025-08-30,CUST1068,Kerala,South,Mouse,5,841.28,0.08,3869.89
ORD00253,2025-07-12,CUST1022,Goa,West,Laptop,4,66068.22,0.0,264272.88
ORD00254,2025-06-24,CUST1029,Gujarat,West,Printer,2,13176.36,0.03,25562.14
ORD00255,2025-01-07,CUST1029,Karnataka,South,Keyboard,3,1833.98,0.05,5226.84
ORD00256,2025-01-26,CUST1098,Goa,West,Laptop,6,61782.61,0.05,352160.88
ORD00257,2025-02-08,CUST1015,Kerala,South,Monitor,5,17734.25,0.08,81577.55
ORD00258,2025-05-10,CUST1047,Rajasthan,North,Mouse,5,849.74,0.05,4036.26
ORD00259,2025-12-03,CUST1108,Kerala,South,Keyboard,6,1718.37,0.05,9794.71
ORD00260,2025-12-23,CUST1059,Uttar Pradesh,North,Keyboard,5,1947.43,0.1,8763.43
ORD00261,2025-09-14,CUST1058,Delhi,North,Software,3,7413.45,0.0,22240.35
ORD00262,2025-11-16,CUST1113,Karnataka,South,Software,7,7069.66,0.03,48002.99
ORD00263,2025-03-13,CUST1060,Maharashtra,West,Keyboard,2,1790.36,0.08,3294.26
ORD00264,2025-03-20,CUST1027,Kerala,South,Laptop,1,68595.76,0.1,61736.18
ORD00265,2025-06-30,CUST1024,Kerala,South,Monitor,4,19068.47,0.05,72460.19
ORD00266,2025-06-02,CUST1094,Karnataka,South,Monitor,3,19067.53,0.08,52626.38
ORD00267,2025-01-09,CUST1038,Kerala,South,Laptop,6,61718.02,0.08,340683.47
ORD00268,2025-12-10,CUST1072,Andhra Pradesh,South,Laptop,4,61996.91,0.1,223188.88
ORD00269,2025-11-16,CUST1082,Goa,West,Mouse,1,823.04,0.1,740.74
ORD00270,2025-04-12,CUST1041,Kerala,South,Software,3,7885.59,0.1,21291.09
ORD00271,2025-03-17,CUST1046,Uttar Pradesh,North,Printer,6,11051.83,0.05,62995.43
ORD00272,2025-07-21,CUST1040,Andhra Pradesh,South,Software,6,7803.7,0.08,43076.42
ORD00273,2025-10-16,CUST1105,Andhra Pradesh,South,Monitor,4,18063.76,0.0,72255.04
ORD00274,2025-04-13,CUST1066,Tamil Nadu,South,Software,1,6867.87,0.1,6181.08
ORD00275,2025-04-16,CUST1119,Haryana,North,Monitor,6,19082.11,0.03,111057.88
ORD00276,2025-01-09,CUST1006,Karnataka,South,Laptop,3,67684.18,0.1,182747.29
ORD00277,2025-06-27,CUST1092,Maharashtra,West,Laptop,2,69822.6,0.08,128473.58
ORD00278,2025-03-25,CUST1080,Kerala,South,Keyboard,6,1794.38,0.05,10227.97
ORD00279,2025-05-07,CUST1041,Delhi,North,Software,2,7471.36,0.03,14494.44
ORD00280,2025-01-12,CUST1087,Karnataka,South,Monitor,6,18809.38,0.05,107213.47
ORD00281,2025-05-27,CUST1055,Karnataka,South,Mouse,1,920.83,0.1,828.75
ORD00282,2025-07-02,CUST1032,Kerala,South,Keyboard,5,1904.29,0.1,8569.31
ORD00283,2025-02-06,CUST1096,Odisha,East,Keyboard,2,1855.17,0.03,3599.03
ORD00284,2025-08-31,CUST1035,Uttar Pradesh,North,Laptop,3,59559.84,0.05,169745.54
ORD00285,2025-11-01,CUST1094,Tamil Nadu,South,Mouse,6,961.28,0.0,5767.68
ORD00286,2025-08-08,CUST1108,Punjab,North,Monitor,5,18463.55,0.08,84932.33
ORD00287,2025-04-06,CUST1105,Kerala,South,Keyboard,4,1932.13,0.03,7496.66
ORD00288,2025-03-07,CUST1079,Delhi,North,Monitor,5,17952.01,0.03,87067.25
ORD00289,2025-07-05,CUST1118,West Bengal,East,Keyboard,6,1977.17,0.03,11507.13
ORD00290,2025-01-21,CUST1015,Tamil Nadu,South,Keyboard,3,1787.69,0.1,4826.76
ORD00291,2025-03-28,CUST1042,Bihar,East,Printer,2,12981.68,0.08,23886.29
ORD00292,2025-11-21,CUST1038,Karnataka,South,Software,6,7021.47,0.03,40864.96
